Género y especie;Tiempo;Ubicación;Zona;País actual;Hábitat;Capacidad craneal;Altura;Tamaño de los incisivos;Forma de la mandíbula;Toroide supraorbitario;Prognatismo;Posición del foramen magnum;Tamaño del canino;Forma de los caninos;Esmalte dental;Tecno;Tipo tecno;Bípedo;Brazos;Pies;Dieta;Dimorfismo sexual;Cadera;Frente vertical;Anatomía;Migrado;Esqueleto
Paranthropus Aethiopicus;304.219.668;Africa;oriental;Kenya;forest-savanna;56.892.666;10.490.661;megadony;V shape;ultra protruding;very high;semi-anterior;big;conicalls;very thick;no;no;yes;climbing;climbing;hard fruits;high;wide;no;old;no;robust
Homo Floresiensis;0.42118041;Asia ;oriental;Indonesia;peninsular;33.324.672;9.433.143;small;U shape;little protruding;medium-high;modern;small;incisiform;medium-thin;yes;mode 1;modern;climbing;walk;omnivore;medium-high;wide;no;mixed;no;light
Australopithecus Anamensis;487.101.918;Africa;oriental;Kenya;forest-gallery;42.283.684;12.886.312;big;U shape;very protruding;high;anterior;big;incisiform;thick;no;no;yes;climbing;climbing;dry fruits;high;wide;no;mixed;no;light
Homo Floresiensis;0.31827983;Asia ;oriental;Indonesia;peninsular;2.903.247;9.363.621;small;U shape;little protruding;medium-high;modern;small;incisiform;medium-thin;yes;mode 1;modern;climbing;walk;omnivore;medium-high;wide;no;mixed;no;light
Paranthropus Robustus;207.062.125;Africa;south;South Africa;jungle;4.123.313;12.824.948;megadony;V shape;ultra protruding;very high;semi-anterior;big;conicalls;very thick;no;no;yes;climbing;climbing;hard fruits;high;wide;no;old;no;robust
Homo Naledi;0.54874198;Africa;south;South Africa;jungle;20.064.819;12.881.318;big;U shape;little protruding;medium-high;modern;small;incisiform;medium-thin;no;no;modern;climbing;walk;omnivore;medium-high;wide;no;mixed;no;light
Homo Rudolfensis;274.883.483;Africa;oriental;Kenya;savannah;80.758.394;13.213.866;small;U shape;less protruding;medium-high;anterior;big;conicalls;thick;no;no;yes;climbing;walk;hard fruits;high;slim;no;mixed;no;refined
Homo Floresiensis;0.50802018;Asia ;oriental;Indonesia;peninsular;27.223.853;9.786.321;small;U shape;little protruding;medium-high;modern;small;incisiform;medium-thin;yes;mode 1;modern;climbing;walk;omnivore;medium-high;wide;no;mixed;no;light
Australopithecus Sediba;244.166.362;Africa;south;South Africa;mixed;49.491.462;11.711.075;small;U shape;very protruding;medium-high;anterior;small;conicalls;medium-thin;no;no;yes;climbing;walk;soft fruits;high;slim;no;old;no;light
Homo Antecesor;0.90423397;Europa;west;Spain;savannah;97.452.655;16.075.127;medium large;U shape;little protruding;medium;modern;big;incisiform;medium-thick;yes;mode 1;modern;manipulate;walk;omnivore;medium-high;modern;modern;mixed;yes;light
Paranthropus Boisei;29.774.929;Africa;oriental;Ethiopia;forest;55.453.824;11.738.279;megadony;V shape;ultra protruding;very high;semi-anterior;big;conicalls;very thick;no;no;yes;climbing;climbing;hard fruits;high;wide;no;old;no;robust
Australopithecus Afarensis;400.826.792;Africa;oriental;Kenya;mixed;35.637.803;12.946.414;big;U shape;very protruding;high;anterior;big;incisiform;thick;no;no;yes;climbing;walk;dry fruits;high;slim;no;old;no;refined
Australopithecus Bahrelghazali;400.239.448;Africa;central;Republic of Chad;mixed;39.369.876;12.449.539;small;U shape;very protruding;medium-high;anterior;big;conicalls;thick;no;no;yes;climbing;climbing;dry fruits;high;slim;no;old;no;light
Homo Heidelbergensis;0.66745731;Europa;central;Germany;cold forest;133.984.019;16.530.224;small;modern;little protruding;reduced;modern;small;incisiform;thin;yes;mode 2;modern;manipulate;walk;carnivorous;medium-high;very modern;modern;very modern;no;robust
Paranthropus Aethiopicus;260.739.161;Africa;oriental;Kenya;forest-savanna;35.209.417;10.797.404;megadony;V shape;ultra protruding;very high;semi-anterior;big;conicalls;very thick;no;no;yes;climbing;climbing;hard fruits;high;wide;no;old;no;robust
hominino Ardipithecus ramidus / kabadda;372.925.155;Africa;oriental;Ethiopia;mixed;21.619.061;10.874.298;small;conical;very protruding;high;semi-anterior;small;conicalls;thick-medium;no;no;high probability;climbing;climbing;soft fruits;medium-high;wide;no;old;no;light
Homo Antecesor;143.857.902;Europa;west;Spain;savannah;105.388.274;17.182.815;medium large;U shape;little protruding;medium;modern;big;incisiform;medium-thick;yes;mode 1;modern;manipulate;walk;omnivore;medium-high;modern;modern;mixed;yes;light
Homo Rodhesiensis;114.724.569;Africa;oriental;Ethiopia;savannah;116.885.014;15.176.671;big;U shape;less protruding;medium-high;modern;big;incisiform;medium-thick;yes;mode 2;modern;manipulate with precision;walk;omnivore;medium-high;slim;yes;mixed;no;robust
Homo Floresiensis;0.81894768;Asia ;oriental;Indonesia;peninsular;17.442.585;9.587.764;small;U shape;little protruding;medium-high;modern;small;incisiform;medium-thin;yes;mode 1;modern;climbing;walk;omnivore;medium-high;wide;no;mixed;no;light
Homo Sapiens;0.76631946;Africa;oriental;Kenya;savannah;122.549.625;17.754.056;very small;modern;flat;absent;modern;small;incisiform;very thin;yes;mode 4;modern;manipulate with precision;walk;carnivorous;reduced;very modern;modern;very modern;yes;refined
hominino Sahelanthropus tchadensis;697.916.406;Africa;central;Republic of Chad;mixed;9.741.041;8.123.712;small;conical;very protruding;high;posterior;small;conicalls;thick;no;no;low probability;climbing;climbing;dry fruits;high;wide;no;old;no;light
Homo Habilis;280.543.758;Africa;oriental;Ethiopia;savannah;63.617.864;13.536.256;small;U shape;little protruding;medium;anterior;small;incisiform;medium-thin;yes;mode 1;modern;manipulate;walk;omnivore;medium-high;modern;yes;modern;yes;robust
Homo Rodhesiensis;0.51403402;Africa;oriental;Ethiopia;savannah;111.072.417;15.690.702;big;U shape;less protruding;medium-high;modern;big;incisiform;medium-thick;yes;mode 2;modern;manipulate with precision;walk;omnivore;medium-high;slim;yes;mixed;no;robust
Homo Heidelbergensis;11.386.022;Europa;central;Germany;cold forest;144.043.324;17.202.764;small;modern;little protruding;reduced;modern;small;incisiform;thin;yes;mode 2;modern;manipulate;walk;carnivorous;medium-high;very modern;modern;very modern;no;robust
Australopithecus Sediba;169.667.345;Africa;south;South Africa;mixed;54.617.577;1.007.814;small;U shape;very protruding;medium-high;anterior;small;conicalls;medium-thin;no;no;yes;climbing;walk;soft fruits;high;slim;no;old;no;light
Homo Sapiens;0.41579697;Africa;oriental;Kenya;savannah;109.088.083;17.579.244;very small;modern;flat;absent;modern;small;incisiform;very thin;yes;mode 4;modern;manipulate with precision;walk;carnivorous;reduced;very modern;modern;very modern;yes;refined
Australopithecus Africanus;352.392.253;Africa;south;South Africa;forest-gallery;63.720.354;10.607.501;small;conical;very protruding;medium-high;anterior;small;incisiform;thick;no;no;yes;climbing;climbing;dry fruits;high;wide;yes;old;no;light
Homo Erectus;106.654.033;Asia ;west;Indonesia;savannah;104.940.251;16.052.155;very small;modern;little protruding;reduced;modern;small;incisiform;thick;yes;mode 1;modern;manipulate;walk;omnivore;medium-high;modern;modern;modern;yes;robust
Australopithecus Afarensis;369.413.066;Africa;oriental;Kenya;mixed;23.152.457;13.120.185;big;U shape;very protruding;high;anterior;big;incisiform;thick;no;no;yes;climbing;walk;dry fruits;high;slim;no;old;no;refined
Homo Rodhesiensis;125.036.316;Africa;oriental;Ethiopia;savannah;114.549.155;15.123.083;big;U shape;less protruding;medium-high;modern;big;incisiform;medium-thick;yes;mode 2;modern;manipulate with precision;walk;omnivore;medium-high;slim;yes;mixed;no;robust
Homo Rudolfensis;241.524.495;Africa;oriental;Kenya;savannah;55.763.753;13.614.765;small;U shape;less protruding;medium-high;anterior;big;conicalls;thick;no;no;yes;climbing;walk;hard fruits;high;slim;no;mixed;no;refined
Homo Naledi;0.12638853;Africa;south;South Africa;jungle;39.009.197;12.853.468;big;U shape;little protruding;medium-high;modern;small;incisiform;medium-thin;no;no;modern;climbing;walk;omnivore;medium-high;wide;no;mixed;no;light
Homo Rudolfensis;289.613.263;Africa;oriental;Kenya;savannah;56.751.213;13.135.454;small;U shape;less protruding;medium-high;anterior;big;conicalls;thick;no;no;yes;climbing;walk;hard fruits;high;slim;no;mixed;no;refined
hominino Sahelanthropus tchadensis;676.598.795;Africa;central;Republic of Chad;mixed;18.792.756;967.885;small;conical;very protruding;high;posterior;small;conicalls;thick;no;no;low probability;climbing;climbing;dry fruits;high;wide;no;old;no;light
Homo Ergaster;164.951.497;Africa;oriental;Kenya;savannah;90.034.005;16.719.439;very small;modern;very protruding;reduced;modern;small;incisiform;medium-thin;yes;mode 2;modern;manipulate with precision;walk;omnivore;medium-high;modern;modern;modern;yes;robust
Australopithecus Garhi;283.994.607;Africa;oriental;Ethiopia;mixed;49.264.422;11.448.358;big;U shape;very protruding;medium-high;anterior;big;conicalls;thick;likely;primitive;yes;climbing;walk;omnivore;high;slim;no;old;no;light
hominino Sahelanthropus tchadensis;670.501.319;Africa;central;Republic of Chad;mixed;685.231;9.920.874;small;conical;very protruding;high;posterior;small;conicalls;thick;no;no;low probability;climbing;climbing;dry fruits;high;wide;no;old;no;light
Paranthropus Aethiopicus;237.804.308;Africa;oriental;Kenya;forest-savanna;43.900.125;11.677.576;megadony;V shape;ultra protruding;very high;semi-anterior;big;conicalls;very thick;no;no;yes;climbing;climbing;hard fruits;high;wide;no;old;no;robust
Australopithecus Africanus;407.772.933;Africa;south;South Africa;forest-gallery;43.431.028;10.902.739;small;conical;very protruding;medium-high;anterior;small;incisiform;thick;no;no;yes;climbing;climbing;dry fruits;high;wide;yes;old;no;light
Homo Naledi;0.91606269;Africa;south;South Africa;jungle;22.113.254;13.569.862;big;U shape;little protruding;medium-high;modern;small;incisiform;medium-thin;no;no;modern;climbing;walk;omnivore;medium-high;wide;no;mixed;no;light
hominino Orrorin tugenencin;604.763.018;Africa;oriental;Kenya;forest;27.084.156;11.199.756;small;conical;very protruding;high;posterior;big;conicalls;thick;no;no;low probability;climbing;climbing;dry fruits;high;wide;no;old;no;light
Homo Georgicus;206.065.649;Asia ;west;Georgia;savannah;86.277.008;14.738.458;medium large;U shape;very protruding;medium;anterior;small;incisiform;medium-thin;yes;mode 1;modern;manipulate;walk;omnivore;medium-high;modern;modern;modern;yes;robust
hominino Ardipithecus ramidus / kabadda;447.674.353;Africa;oriental;Ethiopia;mixed;30.748.735;11.160.241;small;conical;very protruding;high;semi-anterior;small;conicalls;thick-medium;no;no;high probability;climbing;climbing;soft fruits;medium-high;wide;no;old;no;light
Homo Ergaster;128.001.018;Africa;oriental;Kenya;savannah;77.611.365;15.397.954;very small;modern;very protruding;reduced;modern;small;incisiform;medium-thin;yes;mode 2;modern;manipulate with precision;walk;omnivore;medium-high;modern;modern;modern;yes;robust
Homo Floresiensis;0.45842759;Asia ;oriental;Indonesia;peninsular;26.016.736;914.914;small;U shape;little protruding;medium-high;modern;small;incisiform;medium-thin;yes;mode 1;modern;climbing;walk;omnivore;medium-high;wide;no;mixed;no;light
hominino Orrorin tugenencin;585.686.345;Africa;oriental;Kenya;forest;25.345.204;12.446.304;small;conical;very protruding;high;posterior;big;conicalls;thick;no;no;low probability;climbing;climbing;dry fruits;high;wide;no;old;no;light
Homo Floresiensis;0.17740827;Asia ;oriental;Indonesia;peninsular;38.922.113;10.631.345;small;U shape;little protruding;medium-high;modern;small;incisiform;medium-thin;yes;mode 1;modern;climbing;walk;omnivore;medium-high;wide;no;mixed;no;light
Australopithecus Anamensis;41.202.777;Africa;oriental;Kenya;forest-gallery;39.758.253;12.496.363;big;U shape;very protruding;high;anterior;big;incisiform;thick;no;no;yes;climbing;climbing;dry fruits;high;wide;no;mixed;no;light
hominino Orrorin tugenencin;656.614.363;Africa;oriental;Kenya;forest;11.771.029;1.225.825;small;conical;very protruding;high;posterior;big;conicalls;thick;no;no;low probability;climbing;climbing;dry fruits;high;wide;no;old;no;light
hominino Ardipithecus ramidus / kabadda;463.845.119;Africa;oriental;Ethiopia;mixed;20.440.973;10.908.198;small;conical;very protruding;high;semi-anterior;small;conicalls;thick-medium;no;no;high probability;climbing;climbing;soft fruits;medium-high;wide;no;old;no;light
Australopithecus Afarensis;438.240.792;Africa;oriental;Kenya;mixed;29.688.184;12.342.516;big;U shape;very protruding;high;anterior;big;incisiform;thick;no;no;yes;climbing;walk;dry fruits;high;slim;no;old;no;refined
hominino Sahelanthropus tchadensis;735.201.694;Africa;central;Republic of Chad;mixed;1.008.425;882.527;small;conical;very protruding;high;posterior;small;conicalls;thick;no;no;low probability;climbing;climbing;dry fruits;high;wide;no;old;no;light
Homo Naledi;0.64069576;Africa;south;South Africa;jungle;37.648.756;13.319.113;big;U shape;little protruding;medium-high;modern;small;incisiform;medium-thin;no;no;modern;climbing;walk;omnivore;medium-high;wide;no;mixed;no;light
Homo Erectus;108.371.538;Asia ;west;Indonesia;savannah;93.982.121;15.597.458;very small;modern;little protruding;reduced;modern;small;incisiform;thick;yes;mode 1;modern;manipulate;walk;omnivore;medium-high;modern;modern;modern;yes;robust
hominino Sahelanthropus tchadensis;76.781.602;Africa;central;Republic of Chad;mixed;20.402.095;8.885.748;small;conical;very protruding;high;posterior;small;conicalls;thick;no;no;low probability;climbing;climbing;dry fruits;high;wide;no;old;no;light
Australopithecus Garhi;244.195.875;Africa;oriental;Ethiopia;mixed;23.764.617;12.473.222;big;U shape;very protruding;medium-high;anterior;big;conicalls;thick;likely;primitive;yes;climbing;walk;omnivore;high;slim;no;old;no;light
hominino Orrorin tugenencin;603.497.919;Africa;oriental;Kenya;forest;7.898.995;12.726.639;small;conical;very protruding;high;posterior;big;conicalls;thick;no;no;low probability;climbing;climbing;dry fruits;high;wide;no;old;no;light
hominino Orrorin tugenencin;577.721.283;Africa;oriental;Kenya;forest;24.722.022;12.553.165;small;conical;very protruding;high;posterior;big;conicalls;thick;no;no;low probability;climbing;climbing;dry fruits;high;wide;no;old;no;light
Australopithecus Afarensis;381.064.333;Africa;oriental;Kenya;mixed;41.011.812;13.824.517;big;U shape;very protruding;high;anterior;big;incisiform;thick;no;no;yes;climbing;walk;dry fruits;high;slim;no;old;no;refined
Homo Floresiensis;0.07546082;Asia ;oriental;Indonesia;peninsular;3.412.416;9.559.975;small;U shape;little protruding;medium-high;modern;small;incisiform;medium-thin;yes;mode 1;modern;climbing;walk;omnivore;medium-high;wide;no;mixed;no;light
hominino Ardipithecus ramidus / kabadda;382.411.852;Africa;oriental;Ethiopia;mixed;27.590.015;10.965.846;small;conical;very protruding;high;semi-anterior;small;conicalls;thick-medium;no;no;high probability;climbing;climbing;soft fruits;medium-high;wide;no;old;no;light
Homo Ergaster;210.511.197;Africa;oriental;Kenya;savannah;88.307.625;16.559.833;very small;modern;very protruding;reduced;modern;small;incisiform;medium-thin;yes;mode 2;modern;manipulate with precision;walk;omnivore;medium-high;modern;modern;modern;yes;robust
Australopithecus Afarensis;368.318.378;Africa;oriental;Kenya;mixed;25.119.906;12.455.968;big;U shape;very protruding;high;anterior;big;incisiform;thick;no;no;yes;climbing;walk;dry fruits;high;slim;no;old;no;refined
Homo Georgicus;177.377.056;Asia ;west;Georgia;savannah;72.217.593;15.937.479;medium large;U shape;very protruding;medium;anterior;small;incisiform;medium-thin;yes;mode 1;modern;manipulate;walk;omnivore;medium-high;modern;modern;modern;yes;robust
Homo Georgicus;213.836.419;Asia ;west;Georgia;savannah;74.852.032;14.141.438;medium large;U shape;very protruding;medium;anterior;small;incisiform;medium-thin;yes;mode 1;modern;manipulate;walk;omnivore;medium-high;modern;modern;modern;yes;robust
Paranthropus Aethiopicus;237.761.404;Africa;oriental;Kenya;forest-savanna;40.080.414;11.327.706;megadony;V shape;ultra protruding;very high;semi-anterior;big;conicalls;very thick;no;no;yes;climbing;climbing;hard fruits;high;wide;no;old;no;robust
Homo Erectus;113.189.333;Asia ;west;Indonesia;savannah;101.463.847;15.020.407;very small;modern;little protruding;reduced;modern;small;incisiform;thick;yes;mode 1;modern;manipulate;walk;omnivore;medium-high;modern;modern;modern;yes;robust
Homo Rodhesiensis;0.34572585;Africa;oriental;Ethiopia;savannah;117.383.125;14.046.712;big;U shape;less protruding;medium-high;modern;big;incisiform;medium-thick;yes;mode 2;modern;manipulate with precision;walk;omnivore;medium-high;slim;yes;mixed;no;robust
Homo Floresiensis;0.56209845;Asia ;oriental;Indonesia;peninsular;29.515.006;9.983.003;small;U shape;little protruding;medium-high;modern;small;incisiform;medium-thin;yes;mode 1;modern;climbing;walk;omnivore;medium-high;wide;no;mixed;no;light
